fatal: Logger test fatal message
fatal: Logger test fatal message
fatal: Logger test fatal message
error: Logger test error message
warning: Logger test warning message
info: Logger test info message
http: GET in /admin/dashboard - 16:07:36
http: GET in /css/ - 16:07:36
http: GET in /userManager - 16:07:38
http: GET in /css/ - 16:07:42
http: GET in /admin/dashboard - 16:07:46
http: GET in /css/ - 16:07:46
http: GET in /userManager - 16:07:51
http: GET in /css/ - 16:09:41
http: GET in /admin/dashboard - 16:09:43
http: GET in /css/ - 16:09:43
http: GET in /userManager - 16:09:44
http: GET in /css/ - 16:09:45
http: GET in /userManager - 16:09:47
http: GET in /css/ - 16:10:29
http: GET in /admin/dashboard - 16:10:30
http: GET in /css/ - 16:10:30
http: GET in /admin/user - 16:10:31
http: GET in /login - 16:37:29
http: POST in /api/sessions/login - 16:37:34
http: GET in /products - 16:37:34
http: POST in /api/sessions/logout - 16:37:36
http: GET in /login - 16:37:36
http: POST in /api/sessions/login - 16:37:40
http: GET in /products - 16:37:40
http: GET in /admin/dashboard - 16:37:41
http: GET in /css/ - 16:37:41
http: GET in /api/sessions/admin/users - 16:37:43
http: GET in /login - 16:43:50
http: POST in /api/sessions/login - 16:43:54
http: GET in /products - 16:43:54
http: GET in /admin/dashboard - 16:43:55
http: GET in /css/ - 16:43:55
http: GET in /api/sessions/admin/users - 16:43:57
http: GET in /css/ - 16:43:57
http: PUT in /api/users/premium/665cfba1ff5b8311141253e4 - 16:44:02
http: PUT in /api/users/premium/665cfba1ff5b8311141253e4 - 16:44:19
http: GET in /css/ - 16:44:23
http: GET in /api/users/premium/665cfba1ff5b8311141253e4 - 16:44:40
http: GET in /api/sessions/admin/users - 16:45:17
http: GET in /css/ - 16:45:17
http: PUT in /api/sessions/premium/665cfba1ff5b8311141253e4 - 16:45:19
http: GET in /login - 16:49:56
http: POST in /api/sessions/login - 16:50:00
http: GET in /products - 16:50:00
http: POST in /api/sessions/logout - 16:50:01
http: GET in /login - 16:50:01
http: POST in /api/sessions/login - 16:50:04
http: GET in /products - 16:50:04
http: GET in /admin/dashboard - 16:50:05
http: GET in /css/ - 16:50:05
http: GET in /api/sessions/admin/users - 16:50:07
http: GET in /css/ - 16:50:07
http: PUT in /api/sessions/premium/665cfba1ff5b8311141253e4 - 16:50:18
http: GET in /api/sessions/admin/users - 16:50:22
http: GET in /css/ - 16:50:22
http: PUT in /api/sessions/premium/665cfba1ff5b8311141253e4 - 16:50:26
http: GET in /api/sessions/admin/users - 16:50:30
http: GET in /css/ - 16:50:30
http: PUT in /api/sessions/premium/665cfba1ff5b8311141253e4 - 16:50:32
http: GET in /api/sessions/admin/users - 16:50:34
http: GET in /css/ - 16:50:34
http: PUT in /api/sessions/premium/665cfba1ff5b8311141253e4 - 16:51:16
http: GET in /api/sessions/admin/users - 16:51:18
http: GET in /css/ - 16:51:18
http: GET in /login - 16:55:46
http: POST in /api/sessions/login - 16:55:52
http: GET in /products - 16:55:52
http: GET in /admin/dashboard - 16:55:53
http: GET in /products - 16:57:05
http: GET in /admin/dashboard - 16:57:07
http: GET in /admin/dashboard - 16:58:20
http: GET in /admin/dashboard - 16:58:48
http: GET in /admin/dashboard - 16:58:49
http: GET in /admin/dashboard - 16:58:50
http: GET in /admin/dashboard - 16:59:22
http: GET in /admin/dashboard - 17:04:03
http: GET in /realTimeProducts - 17:04:09
http: GET in /products - 17:04:09
http: GET in /api/sessions/admin/users - 17:04:12
http: GET in /css/ - 17:04:12
http: GET in /css/ - 17:04:15
http: GET in /admin/dashboard - 17:04:17
http: GET in /api/sessions/admin/users - 17:04:20
http: GET in /css/ - 17:04:20
http: GET in /admin/products - 17:04:23
http: GET in /css/ - 17:04:25
http: GET in /api/sessions/admin/users - 17:07:42
http: GET in /css/ - 17:07:43
http: GET in /realTimeProducts - 17:07:44
http: GET in /products - 17:07:44
http: GET in /css/ - 17:07:45
http: GET in /admin/dashboard - 17:07:47
http: GET in /api/sessions/admin/users - 17:07:49
http: GET in /css/ - 17:07:49
http: GET in /login - 17:11:24
http: POST in /api/sessions/login - 17:11:28
http: GET in /products - 17:11:28
http: GET in /admin/dashboard - 17:11:29
http: GET in /api/sessions/admin/users - 17:11:30
http: GET in /api/sessions/admin/users - 17:13:51
http: GET in /api/sessions/admin/users - 17:13:53
http: GET in /api/sessions/admin/users - 17:14:13
http: GET in /api/sessions/admin/users - 17:14:14
http: GET in /api/sessions/admin/users - 17:14:38
http: GET in /api/sessions/admin/users - 17:15:22
http: GET in /api/sessions/admin/users - 17:15:24
http: GET in /api/sessions/admin/users - 17:15:45
http: GET in /api/sessions/admin/users - 17:16:08
http: PUT in /api/sessions/premium/665cfba1ff5b8311141253e4 - 17:16:09
http: GET in /api/sessions/admin/users - 17:16:12
http: GET in /api/sessions/admin/users - 17:17:23
http: GET in /admin/dashboard - 17:17:26
http: GET in /admin/dashboard - 17:17:59
http: GET in /logout - 17:18:01
http: GET in /login - 17:18:01
http: POST in /api/sessions/login - 17:18:04
http: GET in /products - 17:18:05
http: POST in /api/carts/665cfba1ff5b8311141253e2/product/661313e8bf6d8b498139a05e - 17:18:08
http: GET in /cart/665cfba1ff5b8311141253e2 - 17:18:10
http: POST in /api/sessions/logout - 17:18:14
http: GET in /login - 17:18:14
http: POST in /api/sessions/login - 17:18:17
http: GET in /products - 17:18:17
http: POST in /api/carts/665e216c125f7a565d57d3af/product/661313e8bf6d8b498139a05e - 17:18:19
http: GET in /admin/dashboard - 17:18:23
http: GET in /api/sessions/admin/users - 17:18:26
http: GET in /logout - 17:18:36
http: GET in /login - 17:18:36
http: POST in /api/sessions/login - 17:18:39
http: GET in /products - 17:18:39
http: POST in /api/carts/667dd0147f9fedc88db74aac/product/661313e8bf6d8b498139a05e - 17:18:41
http: GET in /cart/667dd0147f9fedc88db74aac - 17:18:43
http: GET in /products - 17:18:45
http: POST in /api/sessions/logout - 17:18:51
http: GET in /login - 17:18:51
